cell,V_kV,Wsyn_MeV,Wout_pred_MeV,Wout_transoptr_MeV,dW_pred_MeV,dW_transoptr_MeV,Sig0T_deg,Sig0L_deg,A01,A10,Phi_deg,a_cm,m,B,L_cm,Z_cm,k_cm_inv,status
92,55.2,0.8773911859745596,0.8937347415412759,0.8937347415412759,0.016343555566716267,0.016343555566716295,325.81397614138723,40.42716359913996,5.435822149098456,0.3690117560060761,-53.355704697986575,0.3389261744966443,1.4885906040268457,3.610738255033557,3.9986970789694998,200.32284067233041,0.785654074701605,mock_ok
93,55.2,0.8937347415412759,0.9101328580943104,0.9101328580943104,0.016398116553034577,0.01639811655303458,325.26681515150005,40.494587975474666,5.430352699262861,0.3721986942477737,-52.95302013422819,0.338255033557047,1.4939597315436242,3.61744966442953,4.03571532994618,204.3585560022766,0.7784475357511623,mock_ok
94,55.2,0.9101328580943104,0.9265822828370722,0.9265822828370722,0.01644942474276174,0.016449424742761787,324.7248475217882,40.557890407122684,5.42496881926943,0.3753638845716227,-52.5503355704698,0.33758389261744964,1.4993288590604026,3.6241610738255035,4.072517085911798,208.43107308818838,0.77141300756174,mock_ok
95,55.2,0.9265822828370722,0.943079770463175,0.943079770463175,0.016497487626102855,0.016497487626102814,324.1880250109603,40.617099386961215,5.419670550115983,0.37850752071177507,-52.14765100671141,0.33691275167785234,1.5046979865771812,3.6308724832214763,4.109100943013282,212.54017403120167,0.7645450177931145,mock_ok
96,55.2,0.943079770463175,0.9596220833087583,0.9596220833087583,0.016542312845583232,0.016542312845583274,323.65630010905227,40.672242187495925,5.414457932756486,0.3816297933578381,-51.74496644295302,0.33624161073825504,1.5100671140939599,3.6375838926174495,4.145465530621444,216.6856395618231,0.7578383248838253,mock_ok
97,55.2,0.9596220833087583,0.9762059915077069,0.9762059915077069,0.016583908198948633,0.016583908198948616,323.1296260249094,40.72334490062013,5.409331008251843,0.3847308902584135,-51.34228187919463,0.33557046979865773,1.5154362416107383,3.6442953020134228,4.181609509501285,220.86724907132438,0.7512879063555774,mock_ok
98,55.2,0.9762059915077069,0.9928282731495098,0.9928282731495098,0.016622281641802922,0.016622281641802905,322.60795667393694,40.77043247477627,5.404289817914827,0.38781099631980326,-50.939597315436245,0.3348993288590604,1.5208053691275167,3.651006711409396,4.217531570101762,225.08478064142614,0.7448889478055505,mock_ok
99,55.2,0.9928282731495098,1.0094857144395042,1.0094857144395042,0.016657441289994423,0.016657441289994357,322.0912466661149,40.81352874966146,5.3993344034496396,0.39087029370006937,-50.536912751677846,0.33422818791946307,1.5261744966442954,3.6577181208053693,4.25323043095266,229.3380110723788,0.7386368325419236,mock_ok
100,55.2,1.0094857144395042,1.0261751098612686,1.0261751098612686,0.016689395421764362,0.016689395421764397,321.57945129426884,40.85265648861082,5.394464807086469,0.3939089618986841,-50.13422818791946,0.33355704697986577,1.531543624161074,3.6644295302013425,4.288704837169682,233.6267159095485,0.7325271318189102,mock_ok
101,55.2,1.0261751098612686,1.0428932623409357,1.0428932623409357,0.016718152479667205,0.016718152479667125,321.07252652259115,40.887837408778665,5.389681071711444,0.39692717784192877,-49.73154362416107,0.33288590604026846,1.5369127516778525,3.6711409395973154,4.3239535590521205,237.9506694686006,0.7265555956337515,mock_ok
102,55.2,1.0428932623409357,1.0596369834132104,1.0596369834132104,0.016743721072274693,0.01674372107227473,320.57042897540725,40.919092209230016,5.3849832409923915,0.39992511596424657,-49.328859060402685,0.33221476510067116,1.542281879194631,3.6778523489932886,4.358975390767516,242.30964485936812,0.7207181440491295,mock_ok
103,55.2,1.0596369834132104,1.076403093388885,1.076403093388885,0.016766109975674667,0.016766109975674626,320.0731159261797,40.9464405970466,5.380371359500683,0.4029029482857373,-48.92617449664429,0.33154362416107386,1.5476510067114093,3.684563758389262,4.393769149118855,246.703414008487,0.7150108590069694,mock_ok
104,55.2,1.076403093388885,1.09318842152366,1.09318842152366,0.01678532813477494,0.016785328134774957,319.5805452867459,40.96990131154204,5.375845472829447,0.4058608444859712,-48.52348993288591,0.3308724832214765,1.553020134228188,3.6912751677852347,4.428333672385901,251.13174768087288,0.7094299766027259,mock_ok
105,55.2,1.09318842152366,1.1099898061880833,1.1099898061880833,0.016801384664423165,0.01680138466442327,319.09267559678244,40.98949214667481,5.371405627708442,0.40879897197431225,-48.12080536912752,0.3302013422818792,1.5583892617449666,3.697986577181208,4.462667819238458,255.59441550011132,0.703971879790483,mock_ok
106,55.2,1.1099898061880833,1.1268040950384346,1.1268040950384346,0.01681428885035123,0.0168142888503513,318.60946601349184,41.00522997173803,5.367051872115877,0.4117174959568894,-47.718120805369125,0.3295302013422819,1.563758389261745,3.704697986577181,4.496770467708843,260.0911859678202,0.6986330914929868,mock_ok
107,55.2,1.1268040950384346,1.1436281451883905,1.1436281451883905,0.016824050149956003,0.016824050149955916,318.1308763015054,41.01713075040233,5.362784255387253,0.41461657950043546,-47.31543624161074,0.32885906040268453,1.5691275167785235,3.7114093959731544,4.5306405142323065,264.6218264820525,0.6934102680892394,mock_ok
108,55.2,1.1436281451883905,1.1604588233813131,1.1604588233813131,0.016830678192922627,0.01683067819292261,317.65686682299827,41.02520955817609,5.35860282832165,0.4174963835930802,-46.91275167785235,0.32818791946308723,1.574496644295302,3.7181208053691277,4.564276872732851,269.18610335478536,0.6883001932590411,mock_ok
109,55.2,1.1604588233813131,1.1772930061630154,1.1772930061630154,0.01683418278170231,0.016834182781702234,317.18739852801065,41.029480598348194,5.354507643285423,0.4203570672023276,-46.510067114093964,0.3275167785234899,1.5798657718120805,3.7248322147651005,4.597678473770999,273.78378182855636,0.6832997721593764,mock_ok
110,55.2,1.1772930061630154,1.1941275800548654,1.1941275800548654,0.01683457389185015,0.016834573891850058,316.72243294497116,41.0299572164658,5.350498754313673,0.4231987873302925,-46.107382550335565,0.3268456375838926,1.5852348993288592,3.7315436241610738,4.630844263731116,278.41462609228745,0.6784060259151495,crossed_target_outside_tolerance
