cell,V_kV,Wsyn_MeV,Wout_pred_MeV,Wout_transoptr_MeV,dW_pred_MeV,dW_transoptr_MeV,Sig0T_deg,Sig0L_deg,A01,A10,Phi_deg,a_cm,m,B,L_cm,Z_cm,k_cm_inv,status
82,55.2,0.7176771681434232,0.7332946638523303,0.7332946638523303,0.01561749570890712,0.015617495708907136,331.5823833250303,39.51897735127659,5.495213599593294,0.33590120620198227,-57.38255033557047,0.34563758389261745,1.4348993288590604,3.5436241610738257,3.6169443477566334,162.0366687655595,0.8685764423050436,mock_ok
83,55.2,0.7332946638523303,0.7489996296182773,0.7489996296182773,0.015704965765946956,0.015704965765946932,330.98046504449377,39.629491248244605,5.488890838557467,0.33931703340595454,-56.97986577181208,0.34496644295302015,1.440268456375839,3.5503355704697985,3.656041418651439,165.69271018421094,0.8592880369360245,mock_ok
84,55.2,0.7489996296182773,0.7647887452727777,0.7647887452727777,0.015789115654500446,0.015789115654500474,330.3842657211159,39.735520198558426,5.4826531963252885,0.3427089813104087,-56.577181208053695,0.34429530201342284,1.4456375838926174,3.557046979865772,3.6949383731780068,169.38764855738896,0.8502422331032594,mock_ok
85,55.2,0.7647887452727777,0.7806586968392417,0.7806586968392417,0.015869951566464018,0.01586995156646398,329.7937290473785,39.837107784657285,5.476500724388922,0.3460772809775561,-56.1744966442953,0.34362416107382554,1.4510067114093959,3.563758389261745,3.7336333393031222,173.12128189669207,0.8414304159219254,mock_ok
86,55.2,0.7806586968392417,0.7966061766395818,0.7966061766395818,0.015947479800340045,0.01594747980034006,329.20879958870034,39.934295787380606,5.470433472213551,0.3494221590869177,-55.77181208053692,0.3429530201342282,1.4563758389261745,3.570469798657718,3.772124505955468,176.89340640264754,0.8328443689039996,mock_ok
87,55.2,0.7966061766395818,0.8126278834068726,0.8126278834068726,0.016021706767290863,0.016021706767290866,328.62942276781484,40.027124262543346,5.464451487488435,0.3527438380956542,-55.36912751677852,0.3422818791946309,1.4617449664429532,3.577181208053691,3.810410119232855,180.70381652188038,0.8244762519742326,mock_ok
88,55.2,0.8126278834068726,0.8287205224037275,0.8287205224037275,0.016092638996854827,0.01609263899685487,328.0555448494947,40.11563161269535,5.458554816363052,0.3560425363929264,-54.966442953020135,0.3416107382550336,1.4671140939597316,3.5838926174496644,3.84848847889665,184.55230500077704,0.8163185808706067,mock_ok
89,55.2,0.8287205224037275,0.8448808055460478,0.8448808055460478,0.016160283142320285,0.01616028314232032,327.4871129256149,40.19985465436447,5.45274350366987,0.35931846844816934,-54.56375838926174,0.3409395973154362,1.47248322147651,3.5906040268456376,3.886357935115084,188.43866293589213,0.8083642078368583,mock_ok
90,55.2,0.8448808055460478,0.8611054515318106,0.8611054515318106,0.016224645985762745,0.016224645985762787,326.92407490054495,40.27982868106907,5.447017593134905,0.36257184495335787,-54.16107382550335,0.3402684563758389,1.4778523489932887,3.597315436241611,3.924016885444604,192.36267982133674,0.8006063035159036,mock_ok
91,55.2,0.8611054515318106,0.8773911859745596,0.8773911859745596,0.016285734442748955,0.016285734442748945,326.36637947686404,40.355587522360466,5.441377127577247,0.3658028729592978,-53.758389261744966,0.3395973154362416,1.483221476510067,3.604026845637584,3.961463772024151,196.3241435933609,0.7930383399630495,mock_ok
